,Unnamed: 0,floor_num,total_area,kitchen_area,rooms_count,living_area,is_apartments,total_floor,district,hood,metro_name,metro_transport_type,metro_time,price
4444,4444,5,30.0,0.0,0.0,0.0,t,6,САО,р-н Аэропорт,Красный Балтиец,walk,7,2890500
4445,4445,2,80.4,13.6,3.0,50.0,,20,СВАО,р-н Останкинский,ВДНХ,walk,10,36900000
4446,4446,6,35.28,15.6,1.0,12.5,t,8,СВАО,р-н Бибирево,Алтуфьево,transport,7,7210000
4447,4447,3,78.0,8.0,3.0,61.0,t,6,ЦАО,р-н Тверской,Новослободская,walk,5,66800000
4448,4448,13,322.6,50.0,5.0,170.0,t,13,ЗАО,р-н Раменки,Ломоносовский проспект,transport,5,438630000
4449,4449,2,64.8,0.0,3.0,0.0,f,41,САО,р-н Хорошевский,Аэропорт,walk,12,43382355
4450,4450,3,121.5,33.0,3.0,52.3,f,32,ЮЗАО,р-н Черемушки,Зюзино,walk,13,48004650
4451,4451,5,79.0,21.3,4.0,37.4,f,11,ЮВАО,р-н Нижегородский,Нижегородская,walk,18,26904740
4452,4452,4,333.0,18.0,6.0,0.0,f,13,ЦАО,р-н Хамовники,Спортивная,walk,9,398000000
4453,4453,12,34.8,9.3,1.0,0.0,,18,САО,р-н Бескудниковский,Верхние Лихоборы,walk,11,12500000
4454,4454,21,39.1,12.0,1.0,20.0,f,29,СЗАО,р-н Покровское-Стрешнево,Трикотажная,walk,5,17700000
4455,4455,2,17.5,0.0,1.0,0.0,t,4,ВАО,р-н Соколиная гора,Измайлово,walk,10,7840000
4456,4456,4,46.0,0.0,1.0,0.0,t,25,СЗАО,р-н Покровское-Стрешнево,Трикотажная,transport,4,21800000
4457,4457,4,100.0,15.0,5.0,68.0,,51,ЦАО,р-н Пресненский,Шелепиха,walk,13,54000000
4458,4458,2,44.0,6.0,2.0,28.0,,9,СВАО,р-н Лосиноостровский,Медведково,transport,4,10300000
4459,4459,3,42.12,0.0,1.0,0.0,f,55,СВАО,р-н Марьина роща,Марьина Роща,walk,7,21551919
4460,4460,3,40.0,0.0,1.0,0.0,f,16,СЗАО,р-н Строгино,Строгино,walk,11,13499000
4461,4461,5,20.03,5.2,0.0,6.9,f,20,СЗАО,р-н Хорошево-Мневники,Октябрьское поле,transport,5,12540783
4462,4462,1,578.0,25.0,6.0,238.0,t,3,ЦАО,р-н Хамовники,Кропоткинская,walk,2,1214000000
4463,4463,12,72.7,22.3,4.0,34.1,f,19,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,7,16003451
4464,4464,18,57.3,10.5,2.0,34.0,,22,СВАО,р-н Ярославский,Свиблово,transport,6,18440000
4465,4465,4,34.9,10.2,1.0,15.5,f,32,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,12,23689579
4466,4466,20,453.0,0.0,6.0,0.0,f,38,ЗАО,р-н Раменки,Ломоносовский проспект,walk,17,494730500
4467,4467,2,27.9,6.1,0.0,9.8,f,28,ЮВАО,р-н Нижегородский,Нижегородская,walk,12,10148272
4468,4468,9,192.0,20.0,4.0,101.0,f,39,ЗАО,р-н Раменки,Минская,walk,13,182000000
4469,4469,9,65.9,18.1,2.0,27.0,f,23,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,12,13064739
4470,4470,7,39.8,14.9,1.0,12.0,t,11,ЦАО,р-н Басманный,Курская,walk,8,24950000
4471,4471,14,32.88,10.2,1.0,11.0,f,14,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,13,7969726
4472,4472,3,33.1,11.6,1.0,12.6,f,25,ВАО,р-н Метрогородок,Бульвар Рокоссовского,walk,12,11000000
4473,4473,4,125.7,16.5,5.0,78.1,f,16,НАО (Новомосковский),м. Улица Скобелевская,Улица Скобелевская,transport,8,30018191
4474,4474,10,53.11,0.0,1.0,15.8,t,21,САО,р-н Беговой,Белорусская,walk,7,32819999
4475,4475,25,50.9,17.8,3.0,21.9,f,30,САО,р-н Западное Дегунино,Селигерская,walk,11,22706491
4476,4476,5,18.0,5.0,0.0,0.0,,9,САО,р-н Ховрино,Грачёвская,walk,8,7350000
4477,4477,2,43.14,0.0,1.0,0.0,f,7,ТАО (Троицкий),м. Рассказовка,Рассказовка,transport,21,6988680
4478,4478,7,348.1,0.0,6.0,0.0,f,7,ЦАО,р-н Хамовники,Смоленская,walk,8,399000000
4479,4479,16,21.2,0.0,0.0,8.9,f,21,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,7,8858345
4480,4480,1,44.3,6.0,2.0,27.9,f,9,СЗАО,р-н Северное Тушино,Планерная,walk,7,10700000
4481,4481,11,38.9,12.7,1.0,16.1,f,14,НАО (Новомосковский),м. Ольховая,Ольховая,transport,17,12181200
4482,4482,9,101.1,10.0,3.0,0.0,,10,ЦАО,р-н Таганский,Чкаловская,walk,9,50500000
4483,4483,4,85.3,0.0,3.0,0.0,f,11,ЮАО,р-н Даниловский,Павелецкая,walk,16,70075997
4484,4484,19,45.0,10.0,1.0,20.0,,23,ЗАО,р-н Очаково-Матвеевское,Матвеевская,transport,4,29000000
4485,4485,3,31.5,10.5,1.0,13.6,,33,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,8,17400000
4486,4486,8,67.5,5.0,3.0,42.5,f,23,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,12,13346422
4487,4487,23,54.0,13.1,1.0,28.6,f,23,СЗАО,р-н Хорошево-Мневники,Терехово ,walk,18,29000000
4488,4488,8,33.0,7.0,1.0,19.0,f,9,ЮЗАО,р-н Черемушки,Новые Черёмушки,walk,13,10540000
4489,4489,7,36.6,10.0,1.0,15.0,f,30,СЗАО,р-н Хорошево-Мневники,Хорошёвская,transport,5,21800000
4490,4490,4,53.7,0.0,1.0,15.8,t,21,САО,р-н Беговой,Белорусская,walk,7,29689999
4491,4491,7,245.0,25.0,6.0,132.0,f,7,ЦАО,р-н Пресненский,Арбатская,walk,6,155000000
4492,4492,34,97.0,26.0,4.0,0.0,f,46,ЮАО,р-н Даниловский,Павелецкая,walk,20,50000000
4493,4493,5,32.1,6.0,0.0,18.1,t,28,СЗАО,р-н Хорошево-Мневники,Полежаевская,walk,20,13128900
4494,4494,7,120.0,20.0,2.0,64.0,,15,ЦАО,р-н Хамовники,Спортивная,walk,8,140000000
4495,4495,21,133.0,0.0,4.0,0.0,,36,ЗАО,р-н Раменки,Минская,walk,13,85000000
4496,4496,4,351.0,30.0,6.0,280.0,,6,ЦАО,р-н Хамовники,Кропоткинская,walk,6,482855978
4497,4497,30,322.5,22.0,6.0,179.0,t,31,ЗАО,р-н Очаково-Матвеевское,Пионерская,transport,7,412000000
4498,4498,3,239.0,20.0,6.0,214.0,,12,ЗАО,р-н Раменки,Ломоносовский проспект,transport,4,297000000
4499,4499,5,877.0,20.0,6.0,0.0,f,6,ЮЗАО,р-н Гагаринский,Ленинский проспект,walk,12,350000000
4500,4500,7,26.6,4.0,0.0,20.5,f,14,НАО (Новомосковский),м. Коммунарка,Коммунарка,transport,7,9250000
4501,4501,14,113.4,0.0,4.0,0.0,f,18,ЮЗАО,р-н Ломоносовский,Профсоюзная,walk,11,67500000
4502,4502,15,62.9,12.0,2.0,30.5,,22,СЗАО,р-н Покровское-Стрешнево,Спартак,walk,17,23600000
4503,4503,7,236.0,0.0,6.0,0.0,f,8,ЮЗАО,р-н Южное Бутово,Улица Горчакова,walk,7,93000000
4504,4504,10,264.9,0.0,5.0,0.0,f,16,ЦАО,р-н Хамовники,Смоленская,walk,10,265000000
4505,4505,14,25.7,0.0,1.0,0.0,f,26,ЮАО,р-н Даниловский,Павелецкая,walk,10,20176941
4506,4506,23,156.0,17.0,5.0,83.0,,26,САО,р-н Хорошевский,ЦСКА,walk,13,59500000
4507,4507,23,54.0,19.0,2.0,0.0,f,25,ЮВАО,р-н Люблино,Люблино,transport,6,16000000
4508,4508,7,227.0,40.0,5.0,112.1,,12,ЦАО,р-н Хамовники,Спортивная,walk,7,336900000
4509,4509,26,131.2,0.0,5.0,75.8,f,27,ЮАО,р-н Даниловский,Серпуховская,walk,20,70480640
4510,4510,2,100.75,0.0,1.0,0.0,f,14,ЦАО,р-н Хамовники,Киевская,walk,13,188111735
4511,4511,10,20.9,3.0,0.0,10.4,f,12,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,9,8717121
4512,4512,3,196.0,20.0,5.0,120.0,f,7,ЦАО,р-н Басманный,Комсомольская,walk,10,78300000
4513,4513,3,123.0,19.8,5.0,92.7,,17,ЗАО,р-н Филевский парк,Багратионовская,walk,11,57000000
4514,4514,4,398.4,0.0,6.0,0.0,f,6,ЦАО,р-н Хамовники,Кропоткинская,walk,6,582150248
4515,4515,9,87.0,10.0,3.0,50.0,f,36,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,11,38900000
4516,4516,4,97.0,11.1,4.0,57.7,f,5,ЦАО,р-н Пресненский,Пушкинская,walk,3,108500000
4517,4517,1,170.6,15.0,6.0,96.0,f,17,ВАО,р-н Гольяново,Щёлковская,transport,3,33999999
4518,4518,6,220.0,14.0,6.0,163.0,,10,ЦАО,р-н Таганский,Пролетарская,walk,8,122000000
4519,4519,21,29.7,7.6,0.0,13.9,f,33,СВАО,р-н Алтуфьевский,Отрадное,transport,5,9349546
4520,4520,13,162.7,0.0,5.0,0.0,f,32,ЮЗАО,р-н Черемушки,Калужская,walk,18,98596200
4521,4521,3,103.22,0.0,1.0,0.0,f,14,ЦАО,р-н Хамовники,Киевская,walk,13,190852541
4522,4522,11,363.0,0.0,5.0,0.0,f,11,ЗАО,р-н Раменки,Ломоносовский проспект,transport,3,726520000
4523,4523,4,63.7,0.0,2.0,0.0,t,13,ЮАО,р-н Даниловский,Тульская,walk,6,33000000
4524,4524,1,282.0,0.0,6.0,0.0,,22,ЗАО,р-н Раменки,Ломоносовский проспект,walk,15,135000000
4525,4525,5,225.0,0.0,5.0,0.0,f,6,ЦАО,р-н Пресненский,Пушкинская,walk,9,620000000
4526,4526,12,78.6,13.8,3.0,47.5,f,15,НАО (Новомосковский),м. Ольховая,Ольховая,transport,9,18085452
4527,4527,7,36.9,0.0,1.0,0.0,f,9,ЮВАО,р-н Люблино,Братиславская,walk,12,9215000
4528,4528,10,52.0,10.0,2.0,35.0,,17,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,10,10899990
4529,4529,11,125.07,24.2,4.0,55.7,f,27,СВАО,р-н Марфино,Телецентр,walk,11,72320000
4530,4530,8,20.6,0.0,0.0,10.0,f,18,НАО (Новомосковский),м. Тёплый Стан,Тёплый Стан,transport,8,7659245
4531,4531,2,35.0,6.0,1.0,18.0,,39,САО,р-н Западное Дегунино,Селигерская,walk,11,14400000
4532,4532,28,37.9,8.7,1.0,15.4,f,44,СЗАО,р-н Покровское-Стрешнево,Трикотажная,transport,5,14300000
4533,4533,24,143.29,0.0,4.0,89.1,f,24,ЗАО,р-н Фили-Давыдково,Кунцевская,walk,10,64817232
4534,4534,3,72.4,16.0,3.0,40.0,f,23,СВАО,р-н Ярославский,Ростокино,walk,15,27500000
4535,4535,37,97.2,7.3,3.0,69.0,f,41,САО,р-н Хорошевский,Аэропорт,walk,13,72500000
4536,4536,16,36.1,16.6,1.0,9.7,f,30,ЮЗАО,р-н Южное Бутово,Улица Горчакова,walk,15,10674102
4537,4537,43,110.8,6.0,4.0,72.0,f,56,ЗАО,р-н Раменки,Минская,walk,19,43776822
4538,4538,4,200.0,0.0,5.0,0.0,,10,ЦАО,р-н Тверской,Новослободская,walk,8,180000000
4539,4539,2,42.7,9.5,1.0,11.9,f,19,СЗАО,р-н Покровское-Стрешнево,Спартак,walk,13,22191190
4540,4540,2,29.2,0.0,0.0,0.0,f,37,САО,р-н Беговой,Белорусская,walk,8,22450259
4541,4541,4,50.0,13.0,2.0,32.0,f,8,ЮЗАО,р-н Гагаринский,Ленинский проспект,walk,14,37000000
4542,4542,1,74.3,10.0,3.0,45.2,,17,ЮАО,р-н Царицыно,Кантемировская,walk,5,14500000
4543,4543,4,130.0,0.0,4.0,0.0,,9,ЦАО,р-н Хамовники,Киевская,walk,12,175000000
4544,4544,3,35.8,11.2,1.0,11.9,f,13,НАО (Новомосковский),м. Ольховая,Ольховая,transport,17,11691800
4545,4545,16,42.0,10.0,1.0,18.0,,21,САО,р-н Хорошевский,Хорошёвская,walk,8,29900000
4546,4546,9,27.8,0.0,0.0,0.0,f,14,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,13,5500000
4547,4547,2,44.6,0.0,1.0,0.0,f,9,ТАО (Троицкий),м. Рассказовка,Рассказовка,transport,21,6779200
4548,4548,6,156.5,22.0,4.0,99.0,,7,ЦАО,р-н Хамовники,Боровицкая,walk,4,110000000
4549,4549,14,73.3,14.3,3.0,35.8,f,14,НАО (Новомосковский),м. Кедровая,Кедровая,walk,13,17042250
4550,4550,2,42.3,5.0,2.0,31.0,f,8,САО,р-н Аэропорт,Сокол,walk,2,19990000
4551,4551,4,110.0,7.0,3.0,52.0,f,6,ЮЗАО,р-н Академический,Профсоюзная,walk,14,63000000
4552,4552,15,178.0,15.0,4.0,105.0,f,21,ЦАО,р-н Пресненский,Баррикадная,walk,15,140000000
4553,4553,10,170.0,8.0,6.0,118.0,f,14,ЗАО,р-н Раменки,Минская,transport,5,120000000
4554,4554,14,152.0,35.0,5.0,62.0,,20,САО,р-н Левобережный,Речной вокзал,transport,6,72000000
4555,4555,7,443.8,0.0,6.0,237.5,f,7,ЦАО,р-н Хамовники,Киевская,walk,14,910893087
4556,4556,15,34.6,10.0,1.0,19.2,f,17,ЮЗАО,р-н Ясенево,Новоясеневская,walk,17,9000000
4557,4557,4,120.1,14.0,4.0,0.0,f,7,ЦАО,р-н Пресненский,Тверская,walk,5,127000000
4558,4558,2,28.2,0.0,0.0,0.0,t,2,ЮВАО,р-н Нижегородский,Авиамоторная,walk,16,8500000
4559,4559,11,38.5,8.5,1.0,19.3,,14,ЮВАО,р-н Марьино,Братиславская,walk,10,11600000
4560,4560,3,296.8,0.0,4.0,0.0,f,8,ЦАО,р-н Таганский,Китай-город,walk,14,458259200
4561,4561,5,69.3,5.1,3.0,34.2,f,31,ВАО,р-н Метрогородок,Бульвар Рокоссовского,transport,7,20380000
4562,4562,4,55.0,11.0,2.0,0.0,,22,ЦАО,р-н Якиманка,Октябрьская,walk,11,41500000
4563,4563,6,54.3,0.0,1.0,14.1,t,21,САО,р-н Беговой,Белорусская,walk,7,30579999
4564,4564,17,123.8,22.7,4.0,0.0,t,19,ЮЗАО,р-н Гагаринский,Ленинский проспект,walk,14,104000000
4565,4565,41,143.2,0.0,5.0,0.0,,47,ЮЗАО,р-н Обручевский,Калужская,walk,12,59990000
4566,4566,5,33.0,9.0,1.0,18.0,f,14,СВАО,р-н Алексеевский,ВДНХ,walk,9,11999000
4567,4567,8,37.0,0.0,1.0,0.0,f,9,ЮВАО,р-н Люблино,Братиславская,walk,12,9215000
4568,4568,5,584.0,20.0,6.0,0.0,f,5,ЦАО,р-н Хамовники,Парк Культуры,walk,8,1331446549
4569,4569,9,35.9,0.0,1.0,0.0,f,9,ЮВАО,р-н Люблино,Братиславская,walk,12,9072500
4570,4570,3,65.92,0.0,3.0,33.5,t,21,САО,р-н Хорошевский,Полежаевская,transport,2,26908020
4571,4571,6,41.3,2.7,2.0,33.6,t,28,СЗАО,р-н Хорошево-Мневники,Полежаевская,walk,20,17065160
4572,4572,3,35.9,0.0,1.0,0.0,f,5,ЦАО,р-н Таганский,Пролетарская,walk,8,15500000
4573,4573,8,137.0,13.0,5.0,75.0,,14,ЗАО,р-н Раменки,Минская,transport,5,102000000
4574,4574,2,136.7,34.0,5.0,50.9,f,15,НАО (Новомосковский),м. Прокшино,Прокшино,walk,10,30373121
4575,4575,9,128.0,17.8,5.0,75.2,,23,ЮВАО,р-н Южнопортовый,Волгоградский проспект,walk,11,49900000
4576,4576,28,19.8,5.0,0.0,9.8,f,33,ВАО,р-н Гольяново,Черкизовская,walk,5,9628502
4577,4577,7,54.0,8.0,2.0,31.0,f,7,СВАО,р-н Бутырский,Бутырская,walk,6,16800000
4578,4578,28,37.5,0.0,1.0,22.8,t,30,ЮЗАО,р-н Черемушки,Воронцовская,walk,8,11878125
4579,4579,17,48.4,0.0,2.0,27.2,f,34,ЮЗАО,р-н Обручевский,Воронцовская,walk,6,22641520
4580,4580,9,21.0,5.1,0.0,8.5,f,15,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,9,7015047
4581,4581,16,269.0,30.0,6.0,186.0,f,17,ЗАО,р-н Филевский парк,Филёвский парк,walk,9,85000000
4582,4582,20,21.9,0.0,0.0,0.0,f,22,ЮАО,р-н Нагатино-Садовники,Нагатинская,transport,3,9827449
4583,4583,3,43.2,15.0,2.0,0.0,t,25,ЗАО,р-н Филевский парк,Фили,walk,14,18500000
4584,4584,16,123.9,8.0,3.0,79.0,,32,ЮЗАО,р-н Черемушки,Зюзино,walk,13,49800000
4585,4585,2,30.45,0.0,1.0,0.0,t,14,ЗАО,р-н Дорогомилово,Киевская,walk,8,29201550
4586,4586,2,55.1,7.7,2.0,35.2,f,8,ЮЗАО,р-н Академический,Ленинский проспект,walk,9,18000000
4587,4587,15,36.7,0.0,1.0,0.0,t,15,СВАО,р-н Останкинский,Алексеевская,walk,4,24802781
4588,4588,5,123.1,51.8,2.0,33.6,f,14,ЦАО,р-н Якиманка,Полянка,transport,2,325310000
4589,4589,21,20.2,0.0,0.0,0.0,f,33,ЗАО,р-н Очаково-Матвеевское,Давыдково,transport,5,10092828
4590,4590,4,233.0,18.6,4.0,150.0,f,7,ЦАО,р-н Хамовники,Кропоткинская,walk,10,380000000
4591,4591,18,41.4,2.0,2.0,30.1,t,23,СВАО,р-н Отрадное,Владыкино,walk,5,13318245
4592,4592,1,38.9,8.0,1.0,15.0,,12,СВАО,р-н Бабушкинский,Бабушкинская,walk,1,11000000
4593,4593,5,20.9,5.7,0.0,7.1,f,9,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,6149198
4594,4594,6,159.7,31.4,5.0,76.2,f,27,ЮАО,р-н Даниловский,Технопарк,transport,2,72732291
4595,4595,31,115.2,14.0,5.0,0.0,,33,ЮЗАО,р-н Южное Бутово,Улица Скобелевская,walk,10,33500000
4596,4596,62,320.0,30.0,6.0,180.0,t,73,ЦАО,р-н Пресненский,Деловой центр,walk,2,284654089
4597,4597,2,67.7,16.9,4.0,32.6,f,21,НАО (Новомосковский),м. Улица Горчакова,Улица Горчакова,transport,12,15125060
4598,4598,8,22.1,6.0,0.0,0.0,t,16,ЮВАО,р-н Нижегородский,Калитники,walk,11,6590000
4599,4599,6,54.3,0.0,1.0,14.1,t,21,САО,р-н Беговой,Белорусская,walk,7,30579999
4600,4600,8,190.68,0.0,5.0,0.0,f,9,ЗАО,р-н Раменки,Ломоносовский проспект,transport,5,295554000
4601,4601,3,26.0,3.6,0.0,16.9,,15,НАО (Новомосковский),м. Силикатная,Силикатная,transport,6,6300000
4602,4602,7,192.0,28.5,4.0,122.1,f,8,ЦАО,р-н Якиманка,Полянка,walk,3,130000000
4603,4603,10,74.0,10.1,3.0,50.5,,17,ЗАО,р-н Крылатское,Крылатское,walk,3,28500000
4604,4604,6,40.3,16.4,1.0,15.0,f,6,ЮАО,р-н Нагатинский затон,Технопарк,walk,6,25238132
4605,4605,5,124.0,22.0,3.0,70.0,f,6,ЦАО,р-н Тверской,Пушкинская,walk,7,67490000
4606,4606,17,21.9,5.0,0.0,8.1,f,30,ЮЗАО,р-н Южное Бутово,Бунинская аллея,walk,15,8607587
4607,4607,4,211.0,0.0,5.0,0.0,f,12,ЗАО,р-н Раменки,Ломоносовский проспект,transport,5,211130000
4608,4608,10,50.7,10.1,2.0,24.5,f,29,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,6,22800000
4609,4609,9,44.2,5.0,2.0,0.0,,9,САО,р-н Головинский,Речной вокзал,walk,10,14900000
4610,4610,4,39.09,0.0,1.0,0.0,f,9,ЮАО,р-н Москворечье-Сабурово,Варшавская,walk,15,16663781
4611,4611,6,340.5,30.0,6.0,0.0,f,7,ЦАО,р-н Хамовники,Кропоткинская,walk,3,415000000
4612,4612,10,266.7,41.0,6.0,0.0,f,16,ЦАО,р-н Хамовники,Смоленская,walk,10,194000000
4613,4613,8,56.1,15.0,1.0,0.0,f,16,ЦАО,р-н Таганский,Пролетарская,walk,9,28000000
4614,4614,3,125.4,24.3,5.0,62.8,f,25,ЗАО,р-н Тропарево-Никулино,Юго-Западная,walk,12,37500000
4615,4615,2,26.61,4.0,0.0,13.3,t,23,НАО (Новомосковский),м. Румянцево,Румянцево,walk,19,7386090
4616,4616,22,161.0,49.9,6.0,0.0,,28,ЦАО,р-н Красносельский,Площадь трёх вокзалов,walk,4,104000000
4617,4617,2,62.8,0.0,2.0,0.0,f,39,САО,р-н Западное Дегунино,Селигерская,walk,4,22439606
4618,4618,17,350.0,26.0,5.0,240.0,f,17,ЦАО,р-н Тверской,Новослободская,walk,2,150000000
4619,4619,16,58.9,21.9,1.0,0.0,f,22,СВАО,р-н Останкинский,ВДНХ,walk,10,29365361
4620,4620,22,63.0,8.0,3.0,33.0,,22,СВАО,р-н Ярославский,ВДНХ,transport,6,24200000
4621,4621,7,128.0,20.0,5.0,83.0,,14,ЗАО,р-н Раменки,Минская,transport,5,87988700
4622,4622,15,196.0,20.0,5.0,150.0,f,21,ЗАО,р-н Раменки,Ломоносовский проспект,walk,16,85000000
4623,4623,5,29.5,0.0,1.0,0.0,t,9,ЮВАО,р-н Люблино,Братиславская,walk,12,6688500
4624,4624,35,350.0,28.0,5.0,250.0,,48,ЮЗАО,р-н Обручевский,Новаторская,walk,20,110000000
4625,4625,37,78.0,15.0,1.0,50.0,t,79,ЦАО,р-н Пресненский,Москва-Сити,walk,2,85000000
4626,4626,25,68.2,15.0,2.0,0.0,,33,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,8,36000000
4627,4627,7,76.0,10.5,3.0,45.0,f,17,ТАО (Троицкий),м. Крёкшино,Крёкшино,transport,24,13000000
4628,4628,15,32.71,0.0,2.0,21.2,t,25,ВАО,р-н Соколиная гора,Измайлово,walk,9,12108104
4629,4629,7,194.0,0.0,5.0,0.0,f,14,ЗАО,р-н Раменки,Ломоносовский проспект,transport,3,240900000
4630,4630,22,145.0,33.2,5.0,62.1,,22,СЗАО,р-н Покровское-Стрешнево,Спартак,walk,3,63000000
4631,4631,28,37.9,8.7,1.0,15.4,f,44,СЗАО,р-н Покровское-Стрешнево,Трикотажная,transport,5,14300000
4632,4632,16,40.8,13.1,1.0,0.0,f,32,ЮВАО,р-н Рязанский,Стахановская,walk,4,13984200
4633,4633,7,30.0,5.3,0.0,13.1,f,12,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,10205966
4634,4634,7,166.0,25.0,4.0,124.0,t,25,САО,р-н Аэропорт,Динамо,walk,10,76500000
4635,4635,3,211.5,12.0,5.0,128.0,,4,ЗАО,р-н Крылатское,Молодёжная,transport,6,105000000
4636,4636,5,53.3,8.7,2.0,30.7,,12,СВАО,р-н Лианозово,Алтуфьево,walk,11,14200000
4637,4637,9,63.0,0.0,2.0,0.0,t,32,ЗАО,р-н Дорогомилово,Поклонная,walk,14,52000000
4638,4638,9,23.8,4.0,0.0,14.8,,18,НАО (Новомосковский),м. Прокшино,Прокшино,walk,12,7900000
4639,4639,3,94.9,23.1,5.0,46.0,f,10,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,14544326
4640,4640,1,33.1,5.6,0.0,16.3,f,22,НАО (Новомосковский),м. Саларьево,Саларьево,transport,3,9605546
4641,4641,7,113.7,23.7,4.0,63.4,f,14,СЗАО,р-н Покровское-Стрешнево,Тушинская,walk,12,53127944
4642,4642,8,25.6,6.4,0.0,12.5,f,33,ЮВАО,р-н Люблино,Братиславская,transport,4,8228864
4643,4643,7,173.0,0.0,4.0,0.0,f,16,ЮЗАО,р-н Обручевский,Новые Черёмушки,walk,12,59000000
4644,4644,4,62.1,16.0,2.0,38.0,,7,НАО (Новомосковский),м. Санино,Санино,walk,10,13000000
4645,4645,1,280.0,25.0,6.0,250.0,,26,ЗАО,р-н Очаково-Матвеевское,Матвеевская,walk,20,154500000
4646,4646,7,39.7,10.0,0.0,18.7,t,19,ЦАО,р-н Красносельский,Красные ворота,walk,7,30370500
4647,4647,17,76.63,0.0,2.0,0.0,f,75,ЮАО,р-н Донской,Площадь Гагарина,walk,9,37458276
4648,4648,1,74.13,7.0,2.0,0.0,f,11,ЗАО,р-н Дорогомилово,Парк Победы,walk,8,100000000
4649,4649,8,208.0,15.0,6.0,135.0,f,14,ЦАО,р-н Пресненский,Улица 1905 года,walk,5,218000000
4650,4650,10,39.1,8.6,1.0,21.0,f,12,СВАО,р-н Отрадное,Отрадное,walk,20,11300000
4651,4651,3,21.8,5.1,0.0,11.1,f,17,НАО (Новомосковский),м. Саларьево,Саларьево,walk,13,8358120
4652,4652,13,21.7,0.0,0.0,0.0,f,33,ЮАО,р-н Чертаново Южное,Красный Строитель,walk,11,9072631
4653,4653,4,206.5,35.0,6.0,150.0,,8,ЦАО,р-н Красносельский,Тургеневская,walk,2,89990000
4654,4654,7,129.0,8.0,5.0,93.0,f,8,ЦАО,р-н Тверской,Маяковская,walk,6,89000000
4655,4655,17,127.9,0.0,4.0,58.0,f,23,СВАО,р-н Ростокино,Ботанический сад,walk,10,66068500
4656,4656,40,29.14,0.0,1.0,9.0,f,54,САО,р-н Савеловский,Дмитровская,walk,6,17858691
4657,4657,8,39.7,9.0,1.0,17.8,f,9,ВАО,р-н Перово,Перово,walk,17,10760000
4658,4658,2,186.0,16.0,3.0,0.0,f,7,ЦАО,р-н Хамовники,Кропоткинская,walk,10,186000000
4659,4659,14,211.96,0.0,5.0,0.0,t,20,ЦАО,р-н Пресненский,Краснопресненская,walk,4,234564474
4660,4660,5,162.3,20.0,4.0,0.0,f,12,ЦАО,р-н Тверской,Маяковская,walk,3,120000000
4661,4661,4,33.0,6.0,1.0,20.0,,5,ЮЗАО,р-н Академический,Академическая,walk,7,12000000
4662,4662,15,23.8,5.3,0.0,11.3,f,16,НАО (Новомосковский),м. Прокшино,Прокшино,walk,19,9733774
4663,4663,19,36.0,12.0,1.0,11.0,f,32,ЮАО,р-н Царицыно,Каширская,transport,4,12448080
4664,4664,25,38.3,0.0,1.0,0.0,f,39,ЮАО,р-н Даниловский,Павелецкая,walk,10,30190932
4665,4665,11,50.7,17.6,1.0,18.2,f,21,СЗАО,р-н Щукино,Щукинская,walk,12,27874860
4666,4666,6,137.0,0.0,4.0,0.0,f,12,ЗАО,р-н Раменки,Минская,transport,5,92000000
4667,4667,45,43.1,0.0,1.0,0.0,f,52,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,9,25450000
4668,4668,18,310.0,29.0,6.0,237.0,f,32,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,18,140000000
4669,4669,33,121.9,0.0,4.0,0.0,f,34,ЮЗАО,р-н Обручевский,Воронцовская,walk,7,51900000
4670,4670,3,195.1,12.5,5.0,123.3,f,6,ЦАО,р-н Басманный,Чистые пруды,walk,6,155000000
4671,4671,2,78.0,15.0,3.0,45.0,,11,СВАО,р-н Останкинский,Алексеевская,walk,10,27000000
4672,4672,13,46.9,0.0,1.0,0.0,t,13,ЦАО,р-н Арбат,Смоленская,walk,8,31727850
4673,4673,24,42.0,11.0,1.0,20.0,f,24,ЮЗАО,р-н Северное Бутово,Бульвар Дмитрия Донского,walk,14,12200000
4674,4674,22,80.34,19.0,3.0,50.0,,33,ЦАО,р-н Пресненский,Шелепиха,walk,2,32500000
